smiles,pLogS
Cc1ccccc1-c1nc(CN2CCC(C(=O)NCCCCN3C[C@@H](C)C[C@@H](C)C3)CC2)c(C)o1,9.83061306301325
Nc1nc(N2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)c2ncsc2n1,4.85387196432176
CC(C)(N)CN(C1CC1)C1(c2cccc(C(F)(F)F)c2)CC1,2.85387196432176
O=C(N1CCc2ccccc2C1)C12CC3CC(C1)CC(c1ccccc1)(C3)C2,4.0
CCCNC(=O)N1C=C(C(=O)OC(C)C)c2[nH]c3ccccc3c2C(C)(C)C1,5.0
CCNc1nc2ccc(Sc3nnc4ccc(-c5ccc(F)cc5)nn34)cc2s1,5.60205999132796
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1,5.69897000433602
O=S(=O)(c1ccc2ccccc2c1)N1CCSc2ccc(OCCCN3CCCCC3)cc21,8.16795964596606
CC1CCCN1CCCOc1ccc2c(c1)N(S(=O)(=O)c1ccccc1)CCS2,7.23735575936127
CC(C)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(OCCNCCC(F)F)cc1,4.46852108295774
CCOCCOCCOC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,8.65477156733757
COCCC(=O)N(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,4.39794000867204
CC(C)C(N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)N[C@@H](C(=O)OCc1ccccn1)C(C)C)C(=O)OCc1ccccn1,10.1072247386025
O=C(Nc1ccncc1)Nc1ccc(Cl)c(Cl)c1,6.39794000867204
COc1cccc(CNC(=O)c2cc(-c3nnn([C@@H]4CO[C@@H](CO)CO4)n3)cc(C)n2)c1,4.55284196865778
Cc1cc(C(=O)Nc2cccc(Cl)c2F)c(C)n1-c1ccccc1C(F)(F)F,3.30102999566398
COc1ccc2c(c1)CN(CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)C2,4.43179827593301
Cc1nn(-c2ccccc2)nc1COc1cccc(NC(=O)c2cc(C)n(-c3ccccc3C(F)(F)F)c2C)c1,3.30102999566398
O=C1CCc2cc(Nc3cc(C(F)(F)F)ccn3)ccc2N1,10.7007694449699
O=C(NCc1ccco1)Nc1ccccc1F,3.37161106994969
O=c1c2nc([N+](=O)[O-])cn2cc(-c2ccccc2)n1CCO,3.7851561519523
NC(=O)Cn1ccn2cc([N+](=O)[O-])nc2c1=O,3.69897000433602
Nc1nc2c(cnn2CCc2ccc3nc(CN4CCOCC4)ccc3c2)c2nc(-c3ccco3)nn12,4.43179827593301
COC(=O)[C@@H](CO)NC(=O)c1ccccc1-n1c(C)cc(C(=O)Nc2ccc(S(C)(=O)=O)cc2)c1C,3.30102999566398
COc1cc(N2CCN(S(C)(=O)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,6.22184874961636
CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCCC3)cc2O1,5.14874165128092
NS(=O)(=O)c1cc2ccccc2o1,8.6136898979054
COc1c(C)cc2c(c1O)[C@@H]1C3[C@@H]4SC[C@]5(NC(C)Cc6c5[nH]c5ccc(F)cc65)C(=O)OC[C@@H](c5c6c(c(C)c(OC(C)=O)c54)OCO6)N3[C@@H](O)[C@H](C2)N1C,5.49211062180548
CN(C)CCNCCNc1ccc2c3c(cccc13)C(=O)N(C)C2=O,4.10568393731556
O=C(Nc1nc(-c2ccccn2)cs1)c1cnc[nH]1,3.69897000433602
CC(C)(N)CN(CC1CC1)C1(c2ccc(F)c(C(F)(F)F)c2)CC1,2.82390874094432
O=C(O)c1nn[nH]c1Oc1cccc(-c2cccc(Cl)c2)c1,4.01451524628403
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](OCCCNC(C)=O)[C@]1(C)O,3.4089353929735
N#Cc1ccc2nnc(C(=O)N3CCC(c4c(F)cccc4C(F)(F)F)CC3)n2c1,4.55284196865778
Cc1ccc(NC(=O)Nc2cc(C)cc(C)c2)cc1,6.69897000433602
COc1ccc(NC(=O)c2cc(C)n(-c3ccccc3C(F)(F)F)c2C)cc1Cl,3.30102999566398
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(S(C)(=O)=O)cc2)c1,4.80687540164554
COc1ncnc(C(C)C)c1-c1ncc2cnn(Cc3ccc(-n4nc(C(F)(F)F)cc4C)cc3)c2n1,5.0
FC(F)(F)c1cc(SCc2cn(-c3cccc(Cl)c3)nn2)ccn1,4.60205999132796
CCCc1ccc(NC(=O)COc2cc(C)nc3ccc(OC)cc23)cc1,5.61978875828839
CC(C)(C)C(=O)NCCC1CCN(c2ncnc3cc(C(N)=O)sc23)CC1,3.52724355068279
CN(C)CCOC(=O)CNCCCOc1cc(C(=O)Nc2c(Cl)cncc2Cl)ccc1OC(F)F,5.0
Cn1cncc1-c1cc(/C=N/N(CC(O)CO)C(N)=S)c2ccccc2n1,4.0
CCS(=O)(=O)c1ccccc1C(=O)N1CCN(c2nc3ccccc3s2)CC1,3.70774392864352
CCCSc1cc(-c2ccccc2-n2c(C)cc(C(=O)Nc3ccc(S(C)(=O)=O)cc3)c2C)cc(C(F)(F)F)c1,3.30102999566398
O=C(/C=C/c1cccs1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,3.50307035192678
Cc1cc(NC(=O)Nc2cccc([N+](=O)[O-])c2)c2ccccc2n1,6.0
CCN(CC)CCN1CCN(C(=O)N2C=C(C(=O)OC(C)C)c3[nH]c4ccccc4c3C(C)(C)C2)CC1,5.0
COc1ccc2nc(C(=O)N3CC(=O)N(Cc4cccc(OC(F)F)c4)[C@@H](Cc4ccccc4)C3)ccc2c1,5.02227639471115
COc1cc2c(cc1OC)[C@@H](Cc1ccc(Oc3ccc(C[C@@H]4c5cc(OC)c(OC)cc5CCN4C)cc3OC)c(OC)c1)N(C)CC2,4.0
CCCCNc1nc(N2CC(=O)Nc3cc(OC)ccc32)c2ccccc2n1,11.4497523301339
CNCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1B(O)O,7.92649811443188
O=c1[nH]c(N2CCC3(CC2)CN(CCO)c2cc(F)cc(F)c23)nc2c1CCCC2,9.76164240990528
CCCCCCc1ccc(NC(=O)CCC(=O)O)cc1,3.4294570601181
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,8.54676752073328
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(=O)(=O)NCc2ccccc2)c1=O)C(=O)C(F)(F)F,10.4295038869471
COc1ccc(OC)c(NC(=O)c2cc(C)n(-c3ccccc3C(F)(F)F)c2C)c1,3.30102999566398
CC(Oc1ccccc1)C(=O)Nc1nc(-c2ccccn2)cs1,3.7594507517174
Cc1cc(Nc2ccc3[nH]c(-c4ccc(Nc5ccnc6ccccc56)cc4)nc3c2)nc(N)n1,4.77989191195995
CC(C)(C)n1nnc2c1CCC(c1nc(-c3ccc(F)cc3)no1)C2,5.22184874961636
CC(C)[C@H](NS(=O)(=O)CCc1ccncc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NS(=O)(=O)CCc1ccncc1)C(C)C,11.1745680432587
NC1(C(=O)NC(CCCN2CCOCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.85387196432176
Cc1cccc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,3.70553377383841
Cc1cc(C(=O)Nc2ccc(Oc3ccccc3)cc2)c(C)n1-c1ccccc1C(F)(F)F,3.30102999566398
COc1ccc2oc(=O)cc(-c3ccc4c(c3)OCO4)c2c1,4.39794000867204
[2H]C(C)(O)Cn1ncc(-c2onc(-c3c(F)cccc3Cl)c2C(=O)OCC)c1C(F)(F)F,5.0
O=C(/C=C/c1c[nH]c2ccccc12)NCCc1ccccc1Cl,4.69897000433602
CO[C@H]1CC[C@H](Nc2nccc(-c3cn[nH]c3C(C)C)n2)CC1,9.96740108518724
CC(C)C[C@H](CO)Nc1nc(SCc2ccccn2)nc2nc(N)sc12,4.0
